"12983: Deaths. Preliminary figures, by contents, region, sex, age, month and year"

"contents";"region";"sex";"age";"month";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Deaths";"K-3053 Jevnaker";"Males";"65-79 years";"October";0;0;1;3;0;2;2;2;2;0;0;1;2;2;3;0;3;0;2;0;1;2;0
"Deaths";"K-3053 Jevnaker";"Males";"65-79 years";"november";1;0;0;0;1;0;6;1;1;1;0;0;1;1;0;3;1;1;0;3;0;0;0
"Deaths";"K-3053 Jevnaker";"Males";"65-79 years";"December";2;2;3;1;1;0;1;2;0;0;1;3;1;0;3;1;3;3;2;1;2;1;0
"Deaths";"K-3053 Jevnaker";"Males";"80 years or older";"July";2;2;2;2;0;0;2;0;0;3;1;3;0;2;3;1;4;1;1;1;1;0;0
"Deaths";"K-3053 Jevnaker";"Males";"80 years or older";"August";2;5;1;0;3;0;1;1;1;1;0;3;0;1;2;2;2;1;0;1;2;3;0
"Deaths";"K-3053 Jevnaker";"Males";"80 years or older";"September";0;2;1;0;0;0;4;0;1;0;0;1;0;0;2;1;1;1;1;0;0;1;0
"Deaths";"K-3053 Jevnaker";"Males";"80 years or older";"October";0;1;1;1;0;3;0;1;2;2;2;0;1;0;2;0;1;1;0;0;0;1;0
"Deaths";"K-3053 Jevnaker";"Males";"80 years or older";"november";2;1;1;2;1;2;2;2;3;1;3;0;0;0;3;1;2;2;1;1;1;0;0
"Deaths";"K-3053 Jevnaker";"Males";"80 years or older";"December";3;3;4;0;1;2;2;3;3;2;2;1;1;1;1;0;1;3;2;2;2;0;0
"Deaths";"K-3053 Jevnaker";"Females";"0-64 years";"July";0;1;0;1;1;0;1;1;1;2;0;0;0;0;2;0;0;0;0;2;0;0;0
"Deaths";"K-3053 Jevnaker";"Females";"0-64 years";"August";1;0;1;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"Deaths";"K-3053 Jevnaker";"Females";"0-64 years";"September";0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0
"Deaths";"K-3053 Jevnaker";"Females";"0-64 years";"October";0;0;0;0;2;2;1;0;0;0;0;1;0;1;2;1;0;0;0;1;0;1;0
"Deaths";"K-3053 Jevnaker";"Females";"0-64 years";"november";0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-3053 Jevnaker";"Females";"0-64 years";"December";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"Deaths";"K-3053 Jevnaker";"Females";"65-79 years";"July";1;0;0;1;0;1;0;0;0;0;1;1;0;1;2;3;0;0;0;1;1;0;0
"Deaths";"K-3053 Jevnaker";"Females";"65-79 years";"August";0;1;0;2;0;1;2;0;0;0;0;0;1;1;0;1;0;1;0;1;1;1;0
"Deaths";"K-3053 Jevnaker";"Females";"65-79 years";"September";0;4;2;0;0;1;0;0;2;0;0;0;0;0;0;0;1;2;1;0;0;2;0
"Deaths";"K-3053 Jevnaker";"Females";"65-79 years";"October";2;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;4;1;0;0;0;1;0
"Deaths";"K-3053 Jevnaker";"Females";"65-79 years";"november";2;0;2;0;2;0;1;1;1;2;1;0;1;0;1;1;2;0;0;2;0;1;0
"Deaths";"K-3053 Jevnaker";"Females";"65-79 years";"December";0;3;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;2;0;1;1;2;0
"Deaths";"K-3053 Jevnaker";"Females";"80 years or older";"July";3;2;0;2;4;4;0;1;2;1;1;1;3;1;1;1;1;0;5;2;1;0;0
"Deaths";"K-3053 Jevnaker";"Females";"80 years or older";"August";1;3;2;2;8;5;2;2;1;2;4;1;1;1;1;0;3;1;2;1;2;2;0
"Deaths";"K-3053 Jevnaker";"Females";"80 years or older";"September";3;3;2;1;0;2;4;3;4;1;0;4;3;3;0;3;1;4;3;3;1;1;0
"Deaths";"K-3053 Jevnaker";"Females";"80 years or older";"October";2;3;1;3;2;3;1;1;3;2;1;1;1;0;0;1;2;5;2;1;1;2;0
"Deaths";"K-3053 Jevnaker";"Females";"80 years or older";"november";3;4;0;2;2;1;1;0;2;2;2;1;0;3;1;1;4;2;3;1;0;1;0
"Deaths";"K-3053 Jevnaker";"Females";"80 years or older";"December";1;1;1;4;0;1;3;3;1;1;0;3;2;1;4;3;0;2;0;0;2;5;0
"Deaths";"K-3054 Lunner";"Males";"0-64 years";"July";0;1;1;0;1;0;0;0;2;1;1;0;1;1;1;1;0;0;1;0;1;0;0
"Deaths";"K-3054 Lunner";"Males";"0-64 years";"August";0;2;0;0;0;0;1;0;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0
"Deaths";"K-3054 Lunner";"Males";"0-64 years";"September";2;0;0;0;1;0;1;0;3;2;0;2;1;0;0;0;1;0;1;0;2;0;0
"Deaths";"K-3054 Lunner";"Males";"0-64 years";"October";1;1;1;0;1;2;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
"Deaths";"K-3054 Lunner";"Males";"0-64 years";"november";0;0;0;0;0;0;3;0;0;1;2;0;0;1;0;0;0;0;0;1;0;0;0
"Deaths";"K-3054 Lunner";"Males";"0-64 years";"December";0;1;0;2;0;1;2;2;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0
"Deaths";"K-3054 Lunner";"Males";"65-79 years";"July";1;1;2;1;2;0;1;0;0;2;1;0;0;1;0;1;1;1;0;1;0;1;0
"Deaths";"K-3054 Lunner";"Males";"65-79 years";"August";0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;2;1;3;2;0
"Deaths";"K-3054 Lunner";"Males";"65-79 years";"September";0;2;1;1;0;1;2;1;0;1;0;0;2;0;1;1;1;2;0;2;2;1;0
"Deaths";"K-3054 Lunner";"Males";"65-79 years";"October";2;1;1;3;1;0;1;1;0;0;2;2;1;0;1;2;1;2;1;2;3;1;0
"Deaths";"K-3054 Lunner";"Males";"65-79 years";"november";2;1;0;1;5;1;1;0;0;0;2;1;0;2;1;4;1;1;2;0;0;1;0
"Deaths";"K-3054 Lunner";"Males";"65-79 years";"December";2;1;2;1;1;0;1;0;1;1;0;1;2;2;2;1;1;1;0;1;1;2;0
"Deaths";"K-3054 Lunner";"Males";"80 years or older";"July";1;2;0;0;3;0;1;0;1;0;3;1;2;1;1;1;2;1;1;1;3;1;0
"Deaths";"K-3054 Lunner";"Males";"80 years or older";"August";1;2;1;1;3;0;1;0;2;3;1;2;1;1;1;2;2;0;0;3;3;0;0
"Deaths";"K-3054 Lunner";"Males";"80 years or older";"September";2;0;2;3;1;1;1;0;0;3;1;1;2;4;1;0;1;2;1;0;0;3;0
"Deaths";"K-3054 Lunner";"Males";"80 years or older";"October";0;0;0;0;0;0;0;0;1;1;2;0;3;1;2;1;2;0;4;3;0;4;0
"Deaths";"K-3054 Lunner";"Males";"80 years or older";"november";0;2;1;0;1;0;2;4;2;2;1;3;4;0;2;2;1;2;3;2;0;1;0
"Deaths";"K-3054 Lunner";"Males";"80 years or older";"December";1;1;2;3;2;1;2;2;1;2;0;0;2;1;0;0;1;1;1;2;1;0;0
"Deaths";"K-3054 Lunner";"Females";"0-64 years";"July";0;0;1;0;0;0;0;0;0;0;0;2;1;1;1;0;1;0;0;0;0;0;0
"Deaths";"K-3054 Lunner";"Females";"0-64 years";"August";0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"Deaths";"K-3054 Lunner";"Females";"0-64 years";"September";0;0;1;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;1;1;0;0;0
"Deaths";"K-3054 Lunner";"Females";"0-64 years";"October";0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;2;0;2;0;0;0;3;0
"Deaths";"K-3054 Lunner";"Females";"0-64 years";"november";0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0
"Deaths";"K-3054 Lunner";"Females";"0-64 years";"December";0;1;1;1;0;0;0;0;2;0;0;0;1;0;0;0;1;2;0;2;0;0;0
"Deaths";"K-3054 Lunner";"Females";"65-79 years";"July";1;0;0;1;0;0;0;3;0;1;0;0;0;0;0;1;1;0;3;0;0;2;0
"Deaths";"K-3054 Lunner";"Females";"65-79 years";"August";2;0;0;1;2;1;0;0;1;0;0;2;1;1;0;0;1;0;0;0;0;1;0
"Deaths";"K-3054 Lunner";"Females";"65-79 years";"September";0;1;1;0;1;2;1;1;0;0;0;0;0;1;0;0;0;0;1;2;1;0;0
"Deaths";"K-3054 Lunner";"Females";"65-79 years";"October";0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;1;2;1;2;1;0
"Deaths";"K-3054 Lunner";"Females";"65-79 years";"november";1;1;0;1;1;1;1;1;1;0;1;0;0;1;3;0;2;1;0;1;0;5;0
"Deaths";"K-3054 Lunner";"Females";"65-79 years";"December";1;2;0;0;2;3;2;2;2;1;0;0;0;0;1;2;1;1;1;3;0;1;0
"Deaths";"K-3054 Lunner";"Females";"80 years or older";"July";1;1;1;5;4;0;0;2;3;2;2;2;1;1;1;4;0;1;1;1;2;2;0
"Deaths";"K-3054 Lunner";"Females";"80 years or older";"August";1;0;2;1;0;3;1;2;2;2;3;0;2;1;1;2;2;1;5;1;1;3;0
"Deaths";"K-3054 Lunner";"Females";"80 years or older";"September";2;4;1;3;1;0;0;1;3;1;1;1;1;3;4;0;2;0;0;1;2;2;0
"Deaths";"K-3054 Lunner";"Females";"80 years or older";"October";1;2;2;1;1;0;1;0;1;3;1;3;4;3;1;1;1;1;1;3;1;5;0
"Deaths";"K-3054 Lunner";"Females";"80 years or older";"november";4;5;0;2;1;1;1;3;4;2;1;1;4;1;1;0;1;3;2;3;1;1;0
"Deaths";"K-3054 Lunner";"Females";"80 years or older";"December";1;2;0;1;2;1;3;3;2;2;2;3;2;5;1;2;1;1;1;0;2;3;0
"Deaths";"K-0301 Oslo";"Males";"0-64 years";"July";40;43;50;37;60;41;37;50;41;49;43;42;42;46;46;37;44;36;48;26;40;36;0
"Deaths";"K-0301 Oslo";"Males";"0-64 years";"August";61;41;40;44;42;53;42;52;45;41;46;47;49;44;35;41;35;32;35;27;37;28;0
"Deaths";"K-0301 Oslo";"Males";"0-64 years";"September";50;49;34;40;36;42;39;36;38;41;49;37;36;43;28;30;30;34;21;25;26;28;0
"Deaths";"K-0301 Oslo";"Males";"0-64 years";"October";48;37;48;42;38;39;51;28;35;45;39;34;31;45;47;40;36;33;37;29;27;39;0
"Deaths";"K-0301 Oslo";"Males";"0-64 years";"november";48;44;45;42;42;38;43;27;49;37;49;46;55;33;37;43;28;39;29;35;29;28;0
"Deaths";"K-0301 Oslo";"Males";"0-64 years";"December";54;45;45;46;62;41;36;44;39;37;40;56;49;32;42;37;40;39;38;32;43;26;0
"Deaths";"K-0301 Oslo";"Males";"65-79 years";"July";72;61;66;56;53;48;54;51;50;53;51;40;43;37;67;62;42;51;46;71;45;55;0
"Deaths";"K-0301 Oslo";"Males";"65-79 years";"August";61;69;68;45;52;55;53;50;55;48;45;54;45;46;35;40;53;49;56;52;50;58;0
"Deaths";"K-0301 Oslo";"Males";"65-79 years";"September";56;64;61;52;73;51;48;45;50;37;45;48;44;41;53;46;57;48;53;43;48;60;0
"Deaths";"K-0301 Oslo";"Males";"65-79 years";"October";76;56;71;58;57;61;41;42;52;45;43;48;51;47;51;45;54;66;53;58;55;77;0
"Deaths";"K-0301 Oslo";"Males";"65-79 years";"november";55;70;67;53;54;35;53;58;50;36;48;47;55;45;47;51;44;33;44;38;62;60;0
"Deaths";"K-0301 Oslo";"Males";"65-79 years";"December";57;81;63;68;66;53;50;52;50;38;43;40;42;47;49;67;53;70;60;45;63;84;0
"Deaths";"K-0301 Oslo";"Males";"80 years or older";"July";74;65;72;85;77;83;76;71;68;74;69;73;62;65;61;67;62;64;68;67;62;71;0
"Deaths";"K-0301 Oslo";"Males";"80 years or older";"August";59;65;72;84;63;92;83;61;87;76;66;65;65;51;59;65;61;55;62;68;56;57;0
"Deaths";"K-0301 Oslo";"Males";"80 years or older";"September";65;69;91;83;71;66;67;61;66;75;80;65;75;54;61;75;56;66;52;54;68;73;0
"Deaths";"K-0301 Oslo";"Males";"80 years or older";"October";72;80;80;78;82;84;76;76;62;68;81;75;70;82;66;74;78;60;60;66;63;63;0
"Deaths";"K-0301 Oslo";"Males";"80 years or older";"november";66;77;84;77;80;60;77;63;67;72;64;58;77;65;75;74;65;75;81;64;72;82;0
"Deaths";"K-0301 Oslo";"Males";"80 years or older";"December";79;82;87;91;86;73;81;81;94;75;91;95;71;60;78;65;68;62;68;69;84;93;0
"Deaths";"K-0301 Oslo";"Females";"0-64 years";"July";32;30;26;36;44;28;23;22;25;24;23;29;31;27;18;30;24;21;21;12;16;28;0
"Deaths";"K-0301 Oslo";"Females";"0-64 years";"August";29;37;32;36;36;29;27;21;23;22;24;26;13;23;21;22;18;22;23;20;13;18;0
"Deaths";"K-0301 Oslo";"Females";"0-64 years";"September";27;26;20;24;28;34;25;23;19;31;35;20;30;27;23;23;27;28;18;30;17;16;0
"Deaths";"K-0301 Oslo";"Females";"0-64 years";"October";31;24;24;35;22;29;31;30;29;38;30;22;29;21;26;16;15;22;20;26;26;12;0
"Deaths";"K-0301 Oslo";"Females";"0-64 years";"november";31;32;30;23;26;20;37;24;26;19;22;26;22;18;18;28;27;21;23;17;19;23;0
"Deaths";"K-0301 Oslo";"Females";"0-64 years";"December";35;27;39;31;31;30;32;33;32;21;30;31;22;27;29;28;29;20;20;16;19;22;0
"Deaths";"K-0301 Oslo";"Females";"65-79 years";"July";65;48;51;50;39;50;45;35;44;31;45;31;43;47;34;31;34;37;39;41;40;40;0
"Deaths";"K-0301 Oslo";"Females";"65-79 years";"August";59;70;48;42;59;40;29;49;42;30;36;26;39;27;33;34;35;49;32;27;31;39;0
"Deaths";"K-0301 Oslo";"Females";"65-79 years";"September";64;54;54;49;40;41;51;38;33;31;37;27;43;33;35;31;32;43;40;33;29;48;0
"Deaths";"K-0301 Oslo";"Females";"65-79 years";"October";61;59;49;58;33;53;41;49;37;39;34;27;40;35;39;47;39;39;33;40;38;42;0
"Deaths";"K-0301 Oslo";"Females";"65-79 years";"november";58;44;39;49;45;37;43;43;40;44;30;40;36;33;40;26;42;30;37;38;42;60;0
"Deaths";"K-0301 Oslo";"Females";"65-79 years";"December";58;58;73;57;58;47;40;30;51;28;41;43;42;35;43;23;43;50;30;42;34;59;0
"Deaths";"K-0301 Oslo";"Females";"80 years or older";"July";146;174;154;161;140;148;135;128;136;127;111;134;126;114;126;101;109;100;104;91;99;98;0
"Deaths";"K-0301 Oslo";"Females";"80 years or older";"August";148;149;147;139;147;142;156;127;119;129;123;128;126;147;104;97;112;107;112;104;109;122;0
"Deaths";"K-0301 Oslo";"Females";"80 years or older";"September";156;142;137;125;158;141;156;132;139;145;144;151;145;128;94;122;94;104;126;83;103;105;0
"Deaths";"K-0301 Oslo";"Females";"80 years or older";"October";130;168;153;157;151;138;149;124;128;118;153;137;132;124;112;118;137;119;111;109;117;108;0
"Deaths";"K-0301 Oslo";"Females";"80 years or older";"november";155;162;181;156;134;146;137;169;153;154;123;117;127;120;99;140;137;114;99;128;103;120;0
"Deaths";"K-0301 Oslo";"Females";"80 years or older";"December";163;172;198;185;147;172;152;173;164;147;148;153;142;121;147;105;139;120;131;95;108;147;0
"Deaths";"K-3401 Kongsvinger";"Males";"0-64 years";"July";1;1;2;1;8;1;0;0;1;1;0;0;0;2;1;3;3;1;1;2;0;1;0
"Deaths";"K-3401 Kongsvinger";"Males";"0-64 years";"August";2;2;0;1;1;2;5;2;0;4;5;3;0;4;3;2;1;0;2;1;1;2;0
"Deaths";"K-3401 Kongsvinger";"Males";"0-64 years";"September";2;0;6;2;1;2;2;1;0;2;2;1;1;1;2;0;4;1;1;2;0;0;0
"Deaths";"K-3401 Kongsvinger";"Males";"0-64 years";"October";1;0;2;0;1;1;6;0;3;3;3;1;1;0;1;1;2;0;1;1;2;1;0
"Deaths";"K-3401 Kongsvinger";"Males";"0-64 years";"november";2;3;2;3;2;2;0;1;3;2;1;2;2;0;1;2;2;0;0;1;0;0;0
"Deaths";"K-3401 Kongsvinger";"Males";"0-64 years";"December";2;4;6;0;1;1;3;1;4;2;0;2;3;2;1;2;1;1;0;2;0;2;0
"Deaths";"K-3401 Kongsvinger";"Males";"65-79 years";"July";3;5;6;6;1;2;2;0;4;4;4;0;3;4;3;1;2;1;3;2;1;2;0
"Deaths";"K-3401 Kongsvinger";"Males";"65-79 years";"August";2;7;2;4;5;0;2;6;2;2;3;0;0;4;2;1;3;5;3;4;2;1;0
"Deaths";"K-3401 Kongsvinger";"Males";"65-79 years";"September";3;2;3;0;3;3;3;3;0;6;3;5;3;1;1;1;2;0;1;0;2;3;0
"Deaths";"K-3401 Kongsvinger";"Males";"65-79 years";"October";6;6;6;3;3;3;3;1;5;3;3;2;3;2;4;3;0;2;5;2;1;3;0
"Deaths";"K-3401 Kongsvinger";"Males";"65-79 years";"november";11;4;3;3;2;4;4;2;1;4;5;2;4;2;2;2;5;1;1;2;1;11;0
"Deaths";"K-3401 Kongsvinger";"Males";"65-79 years";"December";4;3;3;7;2;2;3;3;1;3;2;3;4;2;4;2;1;3;2;4;3;3;0
"Deaths";"K-3401 Kongsvinger";"Males";"80 years or older";"July";4;5;6;1;3;0;8;3;4;5;6;7;4;3;1;2;4;1;6;3;4;3;0
"Deaths";"K-3401 Kongsvinger";"Males";"80 years or older";"August";2;1;3;2;2;1;4;3;3;6;5;4;3;0;6;3;2;5;3;3;5;3;0
"Deaths";"K-3401 Kongsvinger";"Males";"80 years or older";"September";0;6;3;1;2;1;5;4;3;5;1;5;2;3;2;4;7;3;6;6;2;3;0
"Deaths";"K-3401 Kongsvinger";"Males";"80 years or older";"October";6;2;4;2;1;1;1;5;4;2;5;0;2;3;4;4;3;4;2;3;4;6;0
"Deaths";"K-3401 Kongsvinger";"Males";"80 years or older";"november";3;3;1;3;2;2;3;2;5;6;1;3;3;2;6;2;2;3;6;6;3;7;0
"Deaths";"K-3401 Kongsvinger";"Males";"80 years or older";"December";4;4;3;3;5;3;3;2;6;5;5;3;3;3;6;5;4;3;4;4;1;3;0
"Deaths";"K-3401 Kongsvinger";"Females";"0-64 years";"July";2;1;2;4;0;1;0;0;1;0;1;1;1;1;0;0;1;0;1;1;0;0;0
"Deaths";"K-3401 Kongsvinger";"Females";"0-64 years";"August";0;1;3;0;2;3;2;2;3;2;3;0;2;3;1;0;0;1;0;0;3;0;0
"Deaths";"K-3401 Kongsvinger";"Females";"0-64 years";"September";1;0;3;0;1;0;0;1;1;1;0;0;0;2;2;3;1;1;0;0;2;0;0
"Deaths";"K-3401 Kongsvinger";"Females";"0-64 years";"October";3;0;5;1;3;1;2;1;1;2;3;1;2;0;2;0;0;1;2;1;2;1;0
"Deaths";"K-3401 Kongsvinger";"Females";"0-64 years";"november";1;2;2;0;2;0;0;3;1;1;1;1;0;0;2;1;1;1;2;0;1;3;0
"Deaths";"K-3401 Kongsvinger";"Females";"0-64 years";"December";1;0;2;2;2;0;0;0;1;2;3;3;0;1;1;0;1;0;0;0;0;2;0
"Deaths";"K-3401 Kongsvinger";"Females";"65-79 years";"July";6;1;2;1;1;5;2;2;2;3;1;2;4;0;3;2;1;3;3;0;1;0;0
"Deaths";"K-3401 Kongsvinger";"Females";"65-79 years";"August";4;6;0;0;3;2;3;1;1;0;4;2;2;2;1;2;1;1;0;1;3;1;0
"Deaths";"K-3401 Kongsvinger";"Females";"65-79 years";"September";2;3;5;4;3;1;2;0;3;4;1;2;1;5;4;2;2;0;3;1;1;2;0
"Deaths";"K-3401 Kongsvinger";"Females";"65-79 years";"October";5;5;3;2;3;2;2;1;5;1;4;2;4;7;1;2;1;1;3;2;2;8;0
"Deaths";"K-3401 Kongsvinger";"Females";"65-79 years";"november";0;3;0;4;0;2;5;4;2;0;2;2;1;1;2;2;2;2;2;2;3;4;0
"Deaths";"K-3401 Kongsvinger";"Females";"65-79 years";"December";3;4;1;4;1;3;2;5;1;4;4;3;3;2;0;5;3;1;6;5;1;5;0
"Deaths";"K-3401 Kongsvinger";"Females";"80 years or older";"July";7;6;4;0;3;3;5;4;8;2;9;4;6;1;2;4;6;5;3;6;2;5;0
"Deaths";"K-3401 Kongsvinger";"Females";"80 years or older";"August";1;5;7;2;3;3;6;5;7;4;5;4;4;4;3;2;7;6;5;2;5;3;0
"Deaths";"K-3401 Kongsvinger";"Females";"80 years or older";"September";3;7;3;1;7;5;7;5;3;3;7;1;5;2;2;5;3;3;5;5;5;1;0
"Deaths";"K-3401 Kongsvinger";"Females";"80 years or older";"October";1;4;5;1;5;6;4;7;8;1;5;6;4;6;5;5;6;6;6;5;5;3;0
"Deaths";"K-3401 Kongsvinger";"Females";"80 years or older";"november";3;3;8;5;3;3;3;3;4;5;6;2;4;4;5;5;2;9;7;9;0;9;0
"Deaths";"K-3401 Kongsvinger";"Females";"80 years or older";"December";3;10;3;10;5;2;6;5;8;9;8;6;6;4;2;4;6;5;9;2;5;2;0
"Deaths";"K-3403 Hamar";"Males";"0-64 years";"July";3;1;1;0;0;3;6;1;4;2;4;3;2;1;2;2;1;2;1;1;0;0;0
"Deaths";"K-3403 Hamar";"Males";"0-64 years";"August";3;4;4;0;2;3;1;2;2;1;3;1;1;1;1;2;4;0;3;3;3;2;0
"Deaths";"K-3403 Hamar";"Males";"0-64 years";"September";2;3;4;2;6;1;4;3;0;1;3;0;3;2;3;1;1;1;1;0;2;1;0
"Deaths";"K-3403 Hamar";"Males";"0-64 years";"October";1;1;1;2;3;2;6;1;3;3;2;1;3;3;2;4;2;0;2;1;2;2;0
"Deaths";"K-3403 Hamar";"Males";"0-64 years";"november";0;2;3;2;3;6;1;1;0;2;2;4;1;0;0;1;1;0;2;1;0;0;0
"Deaths";"K-3403 Hamar";"Males";"0-64 years";"December";1;2;0;1;1;4;2;3;3;2;1;2;0;1;2;1;1;2;2;1;1;2;0
"Deaths";"K-3403 Hamar";"Males";"65-79 years";"July";5;5;2;2;4;1;6;5;3;2;4;3;0;3;3;3;0;1;3;4;4;5;0
"Deaths";"K-3403 Hamar";"Males";"65-79 years";"August";6;4;4;2;4;4;3;1;4;1;3;3;4;1;3;3;2;2;0;4;2;2;0
"Deaths";"K-3403 Hamar";"Males";"65-79 years";"September";4;6;6;2;1;1;5;3;2;2;1;2;2;2;0;4;4;7;6;4;2;6;0
"Deaths";"K-3403 Hamar";"Males";"65-79 years";"October";8;4;6;3;9;3;6;7;6;2;2;4;0;2;2;4;4;4;2;3;4;2;0
"Deaths";"K-3403 Hamar";"Males";"65-79 years";"november";5;11;5;3;5;4;4;4;2;0;1;1;2;3;3;5;6;2;12;8;2;2;0
"Deaths";"K-3403 Hamar";"Males";"65-79 years";"December";3;5;10;3;1;2;3;3;5;4;4;6;5;7;2;6;2;1;7;3;7;6;0
"Deaths";"K-3403 Hamar";"Males";"80 years or older";"July";1;6;5;7;4;9;5;6;11;5;5;9;9;5;8;2;3;8;5;5;8;4;0
"Deaths";"K-3403 Hamar";"Males";"80 years or older";"August";1;5;4;4;1;1;5;5;7;7;6;8;7;8;4;5;10;3;4;3;8;2;0
"Deaths";"K-3403 Hamar";"Males";"80 years or older";"September";5;5;5;3;16;4;8;3;6;5;6;5;11;8;4;7;5;9;7;2;6;3;0
"Deaths";"K-3403 Hamar";"Males";"80 years or older";"October";4;5;9;7;3;3;5;5;5;10;11;7;7;2;5;8;4;2;12;6;6;11;0
"Deaths";"K-3403 Hamar";"Males";"80 years or older";"november";5;3;6;10;3;6;6;8;6;6;6;9;7;6;5;7;9;5;5;8;3;8;0
"Deaths";"K-3403 Hamar";"Males";"80 years or older";"December";6;7;7;3;5;16;4;5;4;7;6;6;3;5;4;6;6;7;6;9;6;4;0
"Deaths";"K-3403 Hamar";"Females";"0-64 years";"July";3;2;1;1;3;1;2;2;1;0;4;3;3;3;3;0;1;2;1;0;2;1;0
"Deaths";"K-3403 Hamar";"Females";"0-64 years";"August";0;4;4;1;0;2;1;3;2;1;0;0;2;0;4;1;1;0;2;1;1;1;0
"Deaths";"K-3403 Hamar";"Females";"0-64 years";"September";0;2;0;2;2;0;1;1;0;0;0;2;0;0;1;0;0;1;1;0;1;0;0
"Deaths";"K-3403 Hamar";"Females";"0-64 years";"October";1;0;0;0;2;1;1;1;0;1;0;1;1;4;1;1;2;0;1;0;1;1;0
"Deaths";"K-3403 Hamar";"Females";"0-64 years";"november";0;0;1;1;1;2;2;1;0;3;3;0;0;3;3;2;1;1;0;2;2;0;0
"Deaths";"K-3403 Hamar";"Females";"0-64 years";"December";2;0;0;2;1;5;1;2;1;2;1;3;1;1;2;1;1;4;1;0;1;0;0
"Deaths";"K-3403 Hamar";"Females";"65-79 years";"July";2;2;5;3;6;1;1;2;3;2;3;2;2;2;3;0;0;1;1;4;5;2;0
"Deaths";"K-3403 Hamar";"Females";"65-79 years";"August";2;4;3;5;3;0;5;1;4;4;3;5;3;6;1;3;1;4;1;0;3;2;0
"Deaths";"K-3403 Hamar";"Females";"65-79 years";"September";5;2;1;1;4;7;5;3;2;5;1;3;2;0;3;1;2;7;2;2;2;4;0
"Deaths";"K-3403 Hamar";"Females";"65-79 years";"October";4;6;4;2;2;1;2;3;4;1;3;1;1;7;1;5;5;2;1;3;5;2;0
"Deaths";"K-3403 Hamar";"Females";"65-79 years";"november";2;2;1;5;3;1;1;5;1;3;2;2;3;2;3;2;2;6;3;3;2;2;0
"Deaths";"K-3403 Hamar";"Females";"65-79 years";"December";6;2;2;1;4;2;1;3;3;4;0;2;2;2;5;6;4;7;1;5;6;4;0
"Deaths";"K-3403 Hamar";"Females";"80 years or older";"July";5;8;10;7;8;9;11;8;10;12;8;6;10;12;6;10;16;14;13;5;10;11;0
"Deaths";"K-3403 Hamar";"Females";"80 years or older";"August";9;12;6;10;8;6;5;8;5;4;7;8;12;6;4;17;8;4;10;4;9;8;0
"Deaths";"K-3403 Hamar";"Females";"80 years or older";"September";8;6;5;10;2;11;6;11;7;7;7;9;12;8;8;8;9;12;11;4;9;10;0
"Deaths";"K-3403 Hamar";"Females";"80 years or older";"October";4;11;6;5;6;8;6;7;3;7;10;9;9;16;9;11;13;11;7;12;5;16;0
"Deaths";"K-3403 Hamar";"Females";"80 years or older";"november";10;11;7;11;10;9;8;8;11;7;7;9;11;9;8;8;6;16;10;10;8;7;0
"Deaths";"K-3403 Hamar";"Females";"80 years or older";"December";7;8;14;7;13;7;11;6;14;13;12;10;15;9;13;7;12;13;15;7;10;13;0
"Deaths";"K-3405 Lillehammer";"Males";"0-64 years";"July";1;5;1;4;1;1;2;5;4;0;2;2;3;1;2;1;2;1;1;1;2;0;0
"Deaths";"K-3405 Lillehammer";"Males";"0-64 years";"August";0;3;3;2;0;4;1;2;3;0;1;2;0;0;1;2;0;2;0;2;0;2;0
"Deaths";"K-3405 Lillehammer";"Males";"0-64 years";"September";1;1;2;3;2;2;1;1;3;0;3;3;4;2;1;1;2;2;2;2;3;2;0
"Deaths";"K-3405 Lillehammer";"Males";"0-64 years";"October";1;2;5;2;1;2;2;2;1;0;2;2;2;1;1;0;2;1;1;2;2;3;0
"Deaths";"K-3405 Lillehammer";"Males";"0-64 years";"november";0;1;2;4;3;2;0;3;3;1;1;1;2;1;4;2;1;3;3;1;1;2;0
"Deaths";"K-3405 Lillehammer";"Males";"0-64 years";"December";0;4;2;3;1;2;1;3;1;0;6;1;2;2;0;4;1;3;1;1;1;1;0
