"12983: Deaths. Preliminary figures, by contents, region, sex, age, month and year"

"contents";"region";"sex";"age";"month";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Deaths";"K-3442 Østre Toten";"Females";"65-79 years";"March";1;1;5;0;0;2;2;2;1;2;2;2;2;1;2;1;0;1;1;0;0;2;1
"Deaths";"K-3442 Østre Toten";"Females";"65-79 years";"April";0;1;1;1;3;2;0;1;1;0;1;0;4;3;0;1;0;2;0;1;2;4;1
"Deaths";"K-3442 Østre Toten";"Females";"65-79 years";"May";2;1;3;1;4;1;2;1;2;0;2;1;1;4;3;1;2;1;1;0;2;0;0
"Deaths";"K-3442 Østre Toten";"Females";"65-79 years";"June";1;2;1;2;1;1;1;0;0;1;3;0;1;0;2;1;1;3;2;1;1;0;0
"Deaths";"K-3442 Østre Toten";"Females";"80 years or older";"January";12;4;5;8;3;3;6;7;6;3;5;5;6;6;6;1;3;9;5;6;4;7;4
"Deaths";"K-3442 Østre Toten";"Females";"80 years or older";"February";6;1;1;5;4;2;4;8;6;4;6;2;5;6;4;5;4;5;8;3;5;4;9
"Deaths";"K-3442 Østre Toten";"Females";"80 years or older";"March";4;3;4;2;3;6;4;6;5;4;6;4;5;8;4;10;6;6;5;6;1;7;4
"Deaths";"K-3442 Østre Toten";"Females";"80 years or older";"April";8;5;3;1;2;6;6;4;5;10;1;4;1;9;6;5;5;3;5;7;2;4;8
"Deaths";"K-3442 Østre Toten";"Females";"80 years or older";"May";8;3;4;3;5;2;5;3;5;5;4;9;3;5;5;8;4;4;7;5;2;3;2
"Deaths";"K-3442 Østre Toten";"Females";"80 years or older";"June";2;3;1;7;5;2;5;4;6;5;10;3;7;3;4;4;11;6;8;5;3;2;0
"Deaths";"K-3443 Vestre Toten";"Males";"0-64 years";"January";2;1;0;4;0;1;0;0;1;3;1;3;0;1;0;3;2;0;1;0;1;2;1
"Deaths";"K-3443 Vestre Toten";"Males";"0-64 years";"February";0;1;1;1;1;1;1;1;1;0;1;1;2;1;0;2;2;0;2;1;1;0;0
"Deaths";"K-3443 Vestre Toten";"Males";"0-64 years";"March";0;3;1;2;2;1;1;3;0;2;1;2;1;0;0;0;0;2;1;3;1;1;1
"Deaths";"K-3443 Vestre Toten";"Males";"0-64 years";"April";1;2;1;1;1;0;2;1;2;1;1;1;0;0;3;0;1;1;0;0;1;1;1
"Deaths";"K-3443 Vestre Toten";"Males";"0-64 years";"May";1;1;2;1;1;2;1;2;1;4;3;3;1;0;0;0;1;1;0;0;0;1;1
"Deaths";"K-3443 Vestre Toten";"Males";"0-64 years";"June";1;1;1;2;1;0;1;0;0;2;1;2;5;1;1;4;0;1;1;1;0;1;0
"Deaths";"K-3443 Vestre Toten";"Males";"65-79 years";"January";3;2;3;1;2;2;1;3;1;1;1;4;1;0;0;1;1;3;1;2;1;2;2
"Deaths";"K-3443 Vestre Toten";"Males";"65-79 years";"February";1;5;2;0;3;0;0;1;3;0;3;1;2;2;3;2;4;0;3;0;0;2;0
"Deaths";"K-3443 Vestre Toten";"Males";"65-79 years";"March";1;3;3;2;1;2;1;1;2;1;1;0;4;0;2;1;3;1;2;2;0;0;0
"Deaths";"K-3443 Vestre Toten";"Males";"65-79 years";"April";5;2;0;2;1;0;4;0;0;1;0;3;6;3;2;4;2;3;1;1;1;1;1
"Deaths";"K-3443 Vestre Toten";"Males";"65-79 years";"May";1;5;3;0;3;0;2;1;0;3;2;4;3;1;3;4;2;0;0;0;1;2;1
"Deaths";"K-3443 Vestre Toten";"Males";"65-79 years";"June";5;2;4;1;4;2;2;0;1;2;2;0;4;3;1;2;2;2;0;2;3;2;0
"Deaths";"K-3443 Vestre Toten";"Males";"80 years or older";"January";3;2;3;0;3;2;3;1;3;1;3;3;3;3;1;4;1;5;3;1;3;3;2
"Deaths";"K-3443 Vestre Toten";"Males";"80 years or older";"February";4;2;1;1;1;3;4;3;5;5;3;0;2;2;3;5;2;3;3;2;2;3;3
"Deaths";"K-3443 Vestre Toten";"Males";"80 years or older";"March";1;3;5;1;3;6;3;1;3;0;4;2;2;4;6;0;2;3;1;4;9;1;4
"Deaths";"K-3443 Vestre Toten";"Males";"80 years or older";"April";3;3;2;3;2;2;1;4;5;0;2;2;5;3;3;2;5;4;3;4;2;4;3
"Deaths";"K-3443 Vestre Toten";"Males";"80 years or older";"May";0;3;1;5;1;1;3;1;5;3;0;3;4;4;3;2;2;0;3;3;4;3;3
"Deaths";"K-3443 Vestre Toten";"Males";"80 years or older";"June";4;4;1;4;3;2;5;4;3;5;3;2;3;1;2;1;1;3;2;1;2;1;0
"Deaths";"K-3443 Vestre Toten";"Females";"0-64 years";"January";2;0;1;0;1;0;0;1;0;0;0;3;0;1;0;2;2;0;0;0;0;1;0
"Deaths";"K-3443 Vestre Toten";"Females";"0-64 years";"February";0;0;1;2;0;1;1;0;0;2;4;0;1;1;0;0;2;0;0;1;1;0;0
"Deaths";"K-3443 Vestre Toten";"Females";"0-64 years";"March";2;0;0;1;0;1;1;0;2;0;1;0;0;0;0;1;2;0;0;1;2;0;1
"Deaths";"K-3443 Vestre Toten";"Females";"0-64 years";"April";0;0;1;0;2;0;0;3;1;2;0;0;3;0;0;0;0;1;0;0;0;0;1
"Deaths";"K-3443 Vestre Toten";"Females";"0-64 years";"May";1;0;0;2;1;0;1;0;1;0;0;0;0;0;0;0;1;0;2;0;0;1;1
"Deaths";"K-3443 Vestre Toten";"Females";"0-64 years";"June";0;0;2;0;1;1;1;0;0;0;1;1;1;0;0;2;0;1;0;0;0;0;0
"Deaths";"K-3443 Vestre Toten";"Females";"65-79 years";"January";1;4;0;1;1;2;0;1;2;2;1;0;2;2;2;1;1;2;1;4;1;1;0
"Deaths";"K-3443 Vestre Toten";"Females";"65-79 years";"February";1;1;5;2;2;2;0;2;1;2;1;0;1;0;1;1;1;2;1;2;2;2;1
"Deaths";"K-3443 Vestre Toten";"Females";"65-79 years";"March";1;3;1;2;1;1;4;1;1;2;2;3;1;3;3;1;1;3;1;1;4;0;2
"Deaths";"K-3443 Vestre Toten";"Females";"65-79 years";"April";2;1;3;0;2;2;1;0;2;0;2;0;1;0;2;2;3;2;1;0;0;2;3
"Deaths";"K-3443 Vestre Toten";"Females";"65-79 years";"May";1;0;3;4;2;1;1;3;1;0;1;0;1;0;4;1;0;2;0;3;4;3;4
"Deaths";"K-3443 Vestre Toten";"Females";"65-79 years";"June";0;1;1;1;4;1;1;2;0;0;4;1;5;5;0;2;3;0;1;1;0;0;0
"Deaths";"K-3443 Vestre Toten";"Females";"80 years or older";"January";4;3;7;6;6;6;5;4;3;7;3;6;6;5;5;8;4;4;4;3;4;2;2
"Deaths";"K-3443 Vestre Toten";"Females";"80 years or older";"February";5;1;9;6;3;5;3;3;0;5;3;3;4;6;2;4;3;3;4;3;0;4;2
"Deaths";"K-3443 Vestre Toten";"Females";"80 years or older";"March";3;5;6;3;3;5;6;5;3;3;3;3;4;5;4;3;4;1;3;4;2;2;2
"Deaths";"K-3443 Vestre Toten";"Females";"80 years or older";"April";3;7;2;3;1;2;3;3;1;2;6;1;1;1;4;0;3;5;2;1;4;4;2
"Deaths";"K-3443 Vestre Toten";"Females";"80 years or older";"May";7;5;2;3;2;2;4;1;3;4;2;3;7;3;1;4;1;2;7;5;3;2;5
"Deaths";"K-3443 Vestre Toten";"Females";"80 years or older";"June";1;6;4;6;1;5;4;2;5;5;2;2;1;3;4;4;5;5;4;2;2;3;0
"Deaths";"K-3446 Gran";"Males";"0-64 years";"January";1;1;0;0;4;1;2;2;0;2;0;1;3;2;0;1;0;3;1;2;2;1;0
"Deaths";"K-3446 Gran";"Males";"0-64 years";"February";1;2;3;1;1;1;0;0;2;1;3;0;1;2;1;1;3;3;2;0;0;2;1
"Deaths";"K-3446 Gran";"Males";"0-64 years";"March";0;2;0;2;1;2;0;0;1;3;2;1;1;1;2;0;2;0;1;2;1;1;1
"Deaths";"K-3446 Gran";"Males";"0-64 years";"April";2;3;1;2;1;0;3;2;2;2;1;4;2;2;2;1;0;0;0;0;1;2;1
"Deaths";"K-3446 Gran";"Males";"0-64 years";"May";2;0;0;0;1;3;0;4;2;2;2;1;1;1;0;1;2;0;2;0;0;1;0
"Deaths";"K-3446 Gran";"Males";"0-64 years";"June";2;0;3;0;0;0;0;1;1;1;0;1;1;3;2;1;1;0;0;0;1;0;0
"Deaths";"K-3446 Gran";"Males";"65-79 years";"January";2;1;2;0;2;3;4;2;2;2;0;2;2;4;0;0;1;1;0;2;2;0;2
"Deaths";"K-3446 Gran";"Males";"65-79 years";"February";2;2;7;0;2;2;1;2;2;2;2;0;2;3;0;3;0;1;1;5;1;0;4
"Deaths";"K-3446 Gran";"Males";"65-79 years";"March";1;2;1;2;3;4;0;0;5;2;2;1;3;4;1;1;2;3;2;1;3;4;1
"Deaths";"K-3446 Gran";"Males";"65-79 years";"April";2;4;1;2;2;2;1;1;0;2;0;3;3;1;2;3;0;2;1;1;1;5;3
"Deaths";"K-3446 Gran";"Males";"65-79 years";"May";2;1;4;3;3;0;2;2;5;3;3;2;4;0;0;0;3;4;2;3;1;5;3
"Deaths";"K-3446 Gran";"Males";"65-79 years";"June";1;4;3;2;1;2;2;2;2;3;1;1;0;1;2;4;0;3;0;3;3;3;0
"Deaths";"K-3446 Gran";"Males";"80 years or older";"January";6;4;4;3;5;2;3;4;6;5;3;2;4;4;3;3;2;8;7;1;8;6;5
"Deaths";"K-3446 Gran";"Males";"80 years or older";"February";3;1;2;1;4;4;3;4;3;5;3;5;7;4;1;2;1;0;4;0;2;0;5
"Deaths";"K-3446 Gran";"Males";"80 years or older";"March";4;3;4;2;5;2;2;5;1;4;3;2;1;6;3;3;5;3;6;5;2;4;1
"Deaths";"K-3446 Gran";"Males";"80 years or older";"April";2;6;6;3;5;2;3;5;2;2;1;6;5;3;4;4;1;4;3;2;6;6;8
"Deaths";"K-3446 Gran";"Males";"80 years or older";"May";2;4;2;4;5;3;4;4;2;1;1;1;3;1;2;3;4;2;2;1;3;5;3
"Deaths";"K-3446 Gran";"Males";"80 years or older";"June";0;4;1;4;3;2;4;0;5;1;5;1;1;9;3;0;3;0;0;4;1;2;0
"Deaths";"K-3446 Gran";"Females";"0-64 years";"January";0;0;2;0;1;0;1;1;0;1;0;2;1;1;0;1;1;0;0;1;0;0;0
"Deaths";"K-3446 Gran";"Females";"0-64 years";"February";2;0;0;3;0;0;0;1;0;0;0;1;0;0;0;1;1;2;0;0;0;0;1
"Deaths";"K-3446 Gran";"Females";"0-64 years";"March";1;1;0;1;0;0;0;1;1;1;0;0;2;2;0;1;2;1;0;1;2;0;1
"Deaths";"K-3446 Gran";"Females";"0-64 years";"April";1;0;0;1;0;1;0;1;0;1;0;2;0;1;0;1;0;0;1;0;0;1;0
"Deaths";"K-3446 Gran";"Females";"0-64 years";"May";0;0;0;2;0;1;0;2;0;0;0;0;0;3;1;1;0;1;1;0;1;1;0
"Deaths";"K-3446 Gran";"Females";"0-64 years";"June";0;1;0;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;2;0;0;0
"Deaths";"K-3446 Gran";"Females";"65-79 years";"January";3;2;0;4;3;3;3;1;3;2;1;1;2;0;1;0;3;1;4;1;0;4;1
"Deaths";"K-3446 Gran";"Females";"65-79 years";"February";2;2;1;0;4;6;1;1;1;1;0;2;0;1;2;0;0;0;3;1;4;0;3
"Deaths";"K-3446 Gran";"Females";"65-79 years";"March";2;4;1;4;1;0;2;0;0;3;2;1;0;3;2;1;3;1;0;2;1;3;2
"Deaths";"K-3446 Gran";"Females";"65-79 years";"April";0;2;3;3;2;3;2;3;1;2;0;1;1;1;1;2;1;2;1;1;1;2;0
"Deaths";"K-3446 Gran";"Females";"65-79 years";"May";2;2;1;1;1;2;1;2;0;1;3;0;1;0;1;1;0;2;2;0;2;1;0
"Deaths";"K-3446 Gran";"Females";"65-79 years";"June";1;2;0;2;1;1;1;0;0;2;3;2;1;0;0;1;1;2;1;1;0;1;0
"Deaths";"K-3446 Gran";"Females";"80 years or older";"January";9;3;6;7;7;2;6;2;5;11;1;2;6;5;6;9;6;8;10;7;3;3;6
"Deaths";"K-3446 Gran";"Females";"80 years or older";"February";3;1;3;3;5;3;8;3;7;2;5;2;8;9;2;4;4;7;5;2;5;1;5
"Deaths";"K-3446 Gran";"Females";"80 years or older";"March";7;5;6;6;3;5;6;8;1;4;9;11;2;5;4;7;2;5;6;7;4;4;6
"Deaths";"K-3446 Gran";"Females";"80 years or older";"April";5;4;2;3;8;7;2;4;3;2;1;2;5;2;5;1;0;4;1;10;7;4;4
"Deaths";"K-3446 Gran";"Females";"80 years or older";"May";3;6;5;3;3;6;1;3;6;3;5;1;3;5;8;3;7;4;5;2;1;1;4
"Deaths";"K-3446 Gran";"Females";"80 years or older";"June";6;4;3;7;2;7;2;5;3;5;3;6;3;8;4;1;3;4;5;2;2;2;0
"Deaths";"K-3447 Søndre Land";"Males";"0-64 years";"January";2;0;2;1;0;1;2;0;0;2;0;0;1;2;0;1;1;0;1;0;2;0;0
"Deaths";"K-3447 Søndre Land";"Males";"0-64 years";"February";1;1;0;1;0;1;0;0;0;0;0;0;0;0;3;1;0;1;2;0;1;0;0
"Deaths";"K-3447 Søndre Land";"Males";"0-64 years";"March";0;1;0;0;0;2;0;0;1;1;1;1;1;1;0;0;1;0;1;2;0;0;0
"Deaths";"K-3447 Søndre Land";"Males";"0-64 years";"April";2;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
"Deaths";"K-3447 Søndre Land";"Males";"0-64 years";"May";0;0;1;1;0;1;1;0;1;0;3;0;1;0;0;1;0;1;0;0;1;0;0
"Deaths";"K-3447 Søndre Land";"Males";"0-64 years";"June";0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;1;2;0
"Deaths";"K-3447 Søndre Land";"Males";"65-79 years";"January";0;0;0;0;2;1;2;1;1;1;0;1;1;2;1;1;2;0;0;1;1;3;2
"Deaths";"K-3447 Søndre Land";"Males";"65-79 years";"February";0;2;0;3;0;1;1;3;1;0;0;1;2;1;3;1;1;1;1;1;0;0;2
"Deaths";"K-3447 Søndre Land";"Males";"65-79 years";"March";2;0;1;0;2;2;1;2;1;1;0;1;1;2;0;0;0;1;5;2;1;1;2
"Deaths";"K-3447 Søndre Land";"Males";"65-79 years";"April";3;1;1;1;1;2;0;3;2;0;0;2;2;1;1;1;1;1;2;0;0;0;1
"Deaths";"K-3447 Søndre Land";"Males";"65-79 years";"May";0;2;0;0;1;2;2;2;1;3;2;0;4;2;1;0;0;2;0;0;3;0;3
"Deaths";"K-3447 Søndre Land";"Males";"65-79 years";"June";2;5;1;1;1;2;2;1;0;2;1;1;0;1;3;0;1;0;1;2;3;0;0
"Deaths";"K-3447 Søndre Land";"Males";"80 years or older";"January";2;3;0;0;1;0;0;3;1;4;2;3;1;2;3;1;0;2;3;4;0;0;2
"Deaths";"K-3447 Søndre Land";"Males";"80 years or older";"February";0;2;1;3;3;1;1;1;1;0;0;3;1;1;1;1;2;1;0;1;1;0;1
"Deaths";"K-3447 Søndre Land";"Males";"80 years or older";"March";2;0;1;1;1;3;3;1;2;0;2;5;2;0;3;2;0;0;0;1;2;3;2
"Deaths";"K-3447 Søndre Land";"Males";"80 years or older";"April";1;0;0;1;1;0;1;4;3;2;2;1;2;1;2;1;2;0;1;1;2;1;2
"Deaths";"K-3447 Søndre Land";"Males";"80 years or older";"May";3;2;0;1;3;2;2;3;0;2;1;3;1;1;1;2;1;1;0;1;0;0;1
"Deaths";"K-3447 Søndre Land";"Males";"80 years or older";"June";2;1;2;0;1;0;2;2;1;1;0;1;1;2;0;0;1;1;2;1;2;1;0
"Deaths";"K-3447 Søndre Land";"Females";"0-64 years";"January";1;2;1;2;2;0;1;0;0;1;0;2;1;1;2;0;0;1;1;1;0;0;0
"Deaths";"K-3447 Søndre Land";"Females";"0-64 years";"February";0;0;0;0;1;0;0;0;0;3;0;0;0;1;0;1;1;1;0;0;1;0;0
"Deaths";"K-3447 Søndre Land";"Females";"0-64 years";"March";0;1;0;0;1;2;2;0;2;0;0;0;0;0;0;0;2;1;0;0;0;1;0
"Deaths";"K-3447 Søndre Land";"Females";"0-64 years";"April";0;0;0;2;0;2;0;0;2;0;0;0;1;1;0;1;0;0;1;0;0;0;0
"Deaths";"K-3447 Søndre Land";"Females";"0-64 years";"May";0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1
"Deaths";"K-3447 Søndre Land";"Females";"0-64 years";"June";0;1;3;1;0;1;0;1;1;2;0;2;1;0;0;0;0;1;1;1;0;0;0
"Deaths";"K-3447 Søndre Land";"Females";"65-79 years";"January";3;0;1;2;0;1;2;0;0;2;1;3;0;0;0;0;1;1;2;0;1;0;2
"Deaths";"K-3447 Søndre Land";"Females";"65-79 years";"February";0;1;2;1;0;0;2;0;0;3;2;1;1;1;0;0;2;0;0;0;0;0;3
"Deaths";"K-3447 Søndre Land";"Females";"65-79 years";"March";1;1;2;0;0;0;0;0;0;3;1;0;0;0;0;1;1;0;0;1;1;1;1
"Deaths";"K-3447 Søndre Land";"Females";"65-79 years";"April";0;0;4;1;0;0;0;0;0;0;2;4;1;1;1;1;2;0;1;0;1;0;0
"Deaths";"K-3447 Søndre Land";"Females";"65-79 years";"May";0;2;1;0;1;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0;2;0;0
"Deaths";"K-3447 Søndre Land";"Females";"65-79 years";"June";1;0;0;0;0;0;1;0;1;0;0;0;1;0;2;0;1;0;1;0;1;2;0
"Deaths";"K-3447 Søndre Land";"Females";"80 years or older";"January";5;0;4;3;4;1;3;5;4;5;2;4;1;3;2;4;3;4;0;1;0;1;0
"Deaths";"K-3447 Søndre Land";"Females";"80 years or older";"February";4;3;5;1;2;3;3;4;1;0;1;3;2;4;3;0;1;4;3;1;3;0;3
"Deaths";"K-3447 Søndre Land";"Females";"80 years or older";"March";2;1;4;2;0;2;2;1;5;2;2;1;0;4;1;4;3;1;1;4;1;1;1
"Deaths";"K-3447 Søndre Land";"Females";"80 years or older";"April";4;1;3;1;3;2;3;1;1;2;2;2;1;4;0;2;3;0;1;1;1;3;3
"Deaths";"K-3447 Søndre Land";"Females";"80 years or older";"May";6;1;3;1;3;3;1;2;3;0;3;3;0;2;0;3;2;5;2;0;1;1;2
"Deaths";"K-3447 Søndre Land";"Females";"80 years or older";"June";2;1;0;2;2;2;1;2;3;2;0;2;4;2;3;3;3;1;2;2;5;0;0
"Deaths";"K-3448 Nordre Land";"Males";"0-64 years";"January";2;2;2;2;2;1;0;2;1;2;1;0;0;3;1;1;0;0;0;0;0;1;0
"Deaths";"K-3448 Nordre Land";"Males";"0-64 years";"February";0;0;2;1;0;2;2;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0
"Deaths";"K-3448 Nordre Land";"Males";"0-64 years";"March";0;0;1;2;1;1;0;2;0;0;0;1;0;1;0;2;0;0;4;0;1;2;1
"Deaths";"K-3448 Nordre Land";"Males";"0-64 years";"April";0;2;0;1;0;3;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;1;2
"Deaths";"K-3448 Nordre Land";"Males";"0-64 years";"May";0;0;2;1;0;1;0;0;0;1;0;0;1;0;2;0;0;1;0;0;0;1;0
"Deaths";"K-3448 Nordre Land";"Males";"0-64 years";"June";0;1;1;0;1;1;0;1;0;0;1;0;1;0;2;0;0;1;0;0;0;0;0
"Deaths";"K-3448 Nordre Land";"Males";"65-79 years";"January";1;0;1;1;0;0;0;3;0;2;1;1;2;1;1;1;3;1;3;0;0;1;2
"Deaths";"K-3448 Nordre Land";"Males";"65-79 years";"February";1;3;0;0;0;4;0;1;1;1;0;1;3;3;2;3;2;2;0;1;1;1;1
"Deaths";"K-3448 Nordre Land";"Males";"65-79 years";"March";1;0;3;3;3;4;1;0;1;1;2;2;3;2;0;1;3;2;1;2;1;0;3
"Deaths";"K-3448 Nordre Land";"Males";"65-79 years";"April";0;1;1;1;0;1;1;0;2;1;2;2;0;0;1;1;0;0;2;1;3;1;1
"Deaths";"K-3448 Nordre Land";"Males";"65-79 years";"May";2;1;2;3;1;1;1;1;2;0;1;2;1;0;1;1;1;3;0;2;1;4;3
"Deaths";"K-3448 Nordre Land";"Males";"65-79 years";"June";2;1;2;2;0;1;1;0;0;1;1;1;0;2;1;3;0;0;0;0;1;0;0
"Deaths";"K-3448 Nordre Land";"Males";"80 years or older";"January";4;1;1;1;3;4;1;1;6;2;2;1;2;0;0;3;2;2;2;2;5;0;1
"Deaths";"K-3448 Nordre Land";"Males";"80 years or older";"February";3;2;2;1;2;1;0;4;2;4;2;2;1;3;0;0;4;1;4;4;0;2;4
"Deaths";"K-3448 Nordre Land";"Males";"80 years or older";"March";2;3;0;0;4;2;1;2;3;1;0;0;2;3;1;1;2;4;3;3;1;1;2
"Deaths";"K-3448 Nordre Land";"Males";"80 years or older";"April";3;2;3;1;3;5;1;4;1;1;3;1;1;1;3;3;2;1;2;2;1;4;2
"Deaths";"K-3448 Nordre Land";"Males";"80 years or older";"May";0;3;3;2;2;1;1;3;0;1;1;2;6;3;1;0;1;2;2;2;2;1;1
"Deaths";"K-3448 Nordre Land";"Males";"80 years or older";"June";3;0;2;1;0;0;1;1;1;1;0;0;1;0;1;2;2;2;3;1;3;1;0
"Deaths";"K-3448 Nordre Land";"Females";"0-64 years";"January";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-3448 Nordre Land";"Females";"0-64 years";"February";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
"Deaths";"K-3448 Nordre Land";"Females";"0-64 years";"March";1;1;0;0;0;1;0;2;0;0;0;0;0;1;3;0;0;0;0;0;0;0;2
"Deaths";"K-3448 Nordre Land";"Females";"0-64 years";"April";0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;1;0;0;0;0;0
"Deaths";"K-3448 Nordre Land";"Females";"0-64 years";"May";0;1;1;1;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-3448 Nordre Land";"Females";"0-64 years";"June";0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;2;0;0;0;0;1;0;0
"Deaths";"K-3448 Nordre Land";"Females";"65-79 years";"January";7;0;0;1;1;0;0;1;2;0;0;3;2;0;0;1;2;0;1;0;1;0;2
"Deaths";"K-3448 Nordre Land";"Females";"65-79 years";"February";3;1;3;2;2;0;1;0;2;2;1;0;2;1;1;0;2;0;1;2;1;1;0
"Deaths";"K-3448 Nordre Land";"Females";"65-79 years";"March";0;4;0;1;0;1;1;0;1;2;1;1;2;1;0;2;2;1;1;2;0;1;2
"Deaths";"K-3448 Nordre Land";"Females";"65-79 years";"April";2;0;1;0;0;0;1;1;0;1;0;2;2;1;1;1;0;0;1;1;1;2;2
"Deaths";"K-3448 Nordre Land";"Females";"65-79 years";"May";3;2;0;0;1;0;0;2;2;1;0;0;1;0;0;0;2;2;1;1;1;2;2
"Deaths";"K-3448 Nordre Land";"Females";"65-79 years";"June";2;1;1;2;0;4;2;0;0;0;0;2;1;0;2;0;1;1;1;1;2;1;0
"Deaths";"K-3448 Nordre Land";"Females";"80 years or older";"January";4;1;3;4;3;3;2;3;2;4;5;3;2;4;3;4;3;3;1;2;3;2;2
"Deaths";"K-3448 Nordre Land";"Females";"80 years or older";"February";4;0;0;3;1;1;2;2;5;1;1;4;3;2;5;1;0;3;5;0;3;4;1
"Deaths";"K-3448 Nordre Land";"Females";"80 years or older";"March";4;4;1;1;4;6;4;6;1;4;4;2;5;7;1;9;2;1;2;0;2;2;2
"Deaths";"K-3448 Nordre Land";"Females";"80 years or older";"April";2;3;2;4;7;6;2;4;3;3;5;0;2;3;1;1;2;0;1;2;2;2;3
"Deaths";"K-3448 Nordre Land";"Females";"80 years or older";"May";3;3;2;4;0;2;1;5;2;3;1;0;1;3;3;4;1;2;4;2;2;2;2
"Deaths";"K-3448 Nordre Land";"Females";"80 years or older";"June";4;1;0;3;1;4;2;2;1;4;3;3;3;3;3;1;2;3;3;1;1;2;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"0-64 years";"January";0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"0-64 years";"February";0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;0;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"0-64 years";"March";0;0;2;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"0-64 years";"April";0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"0-64 years";"May";1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"0-64 years";"June";0;0;0;0;0;0;0;0;2;1;0;1;1;1;0;0;0;0;0;1;1;0;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"65-79 years";"January";0;1;0;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;3;1
"Deaths";"K-3449 Sør-Aurdal";"Males";"65-79 years";"February";1;1;0;1;1;0;4;0;0;1;1;1;3;0;0;1;0;1;0;2;3;0;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"65-79 years";"March";4;0;1;1;0;2;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"65-79 years";"April";2;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;2;1;1;1;0;0;1
"Deaths";"K-3449 Sør-Aurdal";"Males";"65-79 years";"May";0;0;1;1;2;2;1;0;0;1;0;1;0;0;1;0;0;0;0;0;2;0;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"65-79 years";"June";2;0;1;0;0;1;1;0;0;2;2;1;1;1;0;0;0;0;0;0;0;0;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"80 years or older";"January";0;2;0;4;1;0;3;0;1;0;0;0;1;2;0;1;1;1;1;1;1;0;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"80 years or older";"February";2;1;0;2;1;2;0;0;1;1;0;0;0;0;0;1;1;0;1;2;1;1;2
"Deaths";"K-3449 Sør-Aurdal";"Males";"80 years or older";"March";2;3;2;1;2;4;1;1;1;2;4;0;2;1;0;0;0;2;0;0;2;0;1
"Deaths";"K-3449 Sør-Aurdal";"Males";"80 years or older";"April";0;1;0;0;1;4;1;1;0;1;0;2;0;2;1;0;1;1;2;0;2;2;0
"Deaths";"K-3449 Sør-Aurdal";"Males";"80 years or older";"May";0;2;1;2;1;1;0;0;0;2;0;1;1;0;1;1;1;3;0;1;2;1;3
"Deaths";"K-3449 Sør-Aurdal";"Males";"80 years or older";"June";1;2;0;1;1;0;1;1;0;1;2;0;1;1;0;0;0;1;0;2;1;1;0
"Deaths";"K-3449 Sør-Aurdal";"Females";"0-64 years";"January";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"Deaths";"K-3449 Sør-Aurdal";"Females";"0-64 years";"February";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-3449 Sør-Aurdal";"Females";"0-64 years";"March";0;0;0;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
